constructive,Quotes,Punc_Freq,Punc_Type,Exclamation,Stopwords,Camelcase,Negation,Propn,Usermention,Hashtags,Misspel,OutofVocab,Noun,Past_Tense,Verbs,Interrogation,word_count,mean_word_length,ttr,mtld,sentiment_score,fear,anger,trust,surprise,positive,negative,sadness,disgust,joy,anticipation
1.0,0.0,2.0,7.0,0.0,6.375,0.0,0.25,0.9375,0.0,0.0,1.5,6.4375,3.6875,0.5625,2.0,0.125,253.0,4.059288537549407,0.6007905138339921,115.21739130434784,1.25,0.0294117647058823,0.1764705882352941,0.088235294117647,0.0588235294117647,0.2647058823529412,0.2058823529411764,0.0588235294117647,0.0588235294117647,0.0,0.0588235294117647
1.0,0.0,2.2857142857142856,3.0,0.0,8.428571428571429,0.0,0.1428571428571428,0.0,0.0,0.0,1.7142857142857142,7.714285714285714,4.285714285714286,0.2857142857142857,2.0,0.4285714285714285,135.0,4.281481481481482,0.6888888888888889,84.0,0.125,0.1081081081081081,0.027027027027027,0.1081081081081081,0.054054054054054,0.2162162162162162,0.1891891891891892,0.081081081081081,0.081081081081081,0.054054054054054,0.081081081081081
1.0,0.0,1.4666666666666666,6.0,0.0,10.866666666666667,0.0,0.2,1.2666666666666666,0.0,0.0,0.9333333333333332,7.4,4.333333333333333,0.9333333333333332,3.933333333333333,0.2666666666666666,329.0,4.13677811550152,0.547112462006079,107.95428830052047,1.5,0.048780487804878,0.024390243902439,0.1463414634146341,0.1219512195121951,0.2682926829268293,0.1707317073170731,0.024390243902439,0.0,0.0975609756097561,0.0975609756097561
1.0,0.0,1.25,2.0,0.0,9.25,0.0,0.5,0.5,0.0,0.0,0.5,4.75,3.75,0.25,3.25,1.0,73.0,3.945205479452055,0.7808219178082192,4.5625,2.375,0.0,0.0,0.2727272727272727,0.0,0.4545454545454545,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0909090909090909
1.0,0.0,2.6,3.0,0.6,12.4,0.0,0.8,0.6,0.0,0.0,2.4,10.4,6.2,1.0,3.4,0.8,132.0,4.371212121212121,0.6439393939393939,88.44221105527637,-1.75,0.1363636363636363,0.0454545454545454,0.1818181818181818,0.0,0.2272727272727272,0.2272727272727272,0.1363636363636363,0.0,0.0454545454545454,0.0
1.0,0.0,1.5,4.0,0.1,4.5,0.0,0.3,0.3,0.0,0.0,0.8,3.5,2.9,0.1,1.6,0.1,112.0,4.464285714285714,0.625,69.1358024691358,-0.375,0.048780487804878,0.1463414634146341,0.1219512195121951,0.0975609756097561,0.1463414634146341,0.1219512195121951,0.073170731707317,0.024390243902439,0.1219512195121951,0.0975609756097561
1.0,0.2727272727272727,2.272727272727273,5.0,0.0909090909090909,7.818181818181818,0.0,0.0,2.636363636363636,0.0,0.0,3.1818181818181817,8.545454545454545,5.090909090909091,0.8181818181818182,2.5454545454545454,0.7272727272727273,215.0,4.427906976744186,0.7023255813953488,83.65758754863812,4.75,0.0416666666666666,0.0,0.2083333333333333,0.0,0.375,0.1666666666666666,0.0416666666666666,0.0,0.0416666666666666,0.125
1.0,0.0,2.1818181818181817,4.0,0.0,8.090909090909092,0.0,0.0,2.363636363636364,0.0,0.0,2.1818181818181817,7.818181818181818,5.2727272727272725,1.0909090909090908,3.5454545454545454,0.6363636363636364,221.0,4.153846153846154,0.6425339366515838,91.05356091818716,2.0,0.1111111111111111,0.074074074074074,0.1481481481481481,0.0,0.1481481481481481,0.2592592592592592,0.1481481481481481,0.074074074074074,0.0,0.037037037037037
1.0,0.0,1.0,1.0,0.0,6.75,0.0,0.0,2.25,0.0,0.0,1.25,6.75,6.25,1.0,2.25,0.25,72.0,4.722222222222222,0.7777777777777778,4.5,0.5,0.0869565217391304,0.0434782608695652,0.1739130434782608,0.0434782608695652,0.2608695652173913,0.1739130434782608,0.0,0.0434782608695652,0.0869565217391304,0.0869565217391304
1.0,0.0,1.4285714285714286,3.0,0.0,7.285714285714286,0.0,0.0,0.8571428571428571,0.0,0.0,0.7142857142857143,5.571428571428571,3.7142857142857135,0.5714285714285714,3.0,0.2857142857142857,116.0,4.353448275862069,0.6724137931034483,72.72727272727273,-1.6470000000000002,0.06,0.04,0.18,0.0,0.24,0.14,0.12,0.06,0.12,0.04
1.0,0.0,2.2222222222222223,4.0,0.0,9.444444444444445,0.0,0.0,1.4444444444444444,0.0,0.0,1.1111111111111112,8.11111111111111,6.0,0.6666666666666666,2.7777777777777777,0.7777777777777778,195.0,4.364102564102564,0.6615384615384615,131.05765829501237,2.375,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,0.3157894736842105,0.2105263157894736,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.1052631578947368
1.0,0.0,3.0,5.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,1.75,7.75,5.25,0.75,2.75,0.25,88.0,4.852272727272728,0.7386363636363636,3.8260869565217392,0.375,0.1739130434782608,0.1304347826086956,0.0869565217391304,0.0,0.1739130434782608,0.1304347826086956,0.0434782608695652,0.0869565217391304,0.0,0.1739130434782608
1.0,0.0,1.0,2.0,0.25,8.5,0.0,0.25,0.75,0.0,0.0,0.75,4.5,2.25,0.25,3.75,0.5,63.0,3.7777777777777777,0.746031746031746,3.9375,0.5,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
1.0,0.0,1.0909090909090908,3.0,0.0,5.2727272727272725,0.0,0.0909090909090909,0.0,0.0,0.0,0.4545454545454545,4.454545454545454,3.0,0.3636363636363636,2.5454545454545454,0.7272727272727273,139.0,4.561151079136691,0.6906474820143885,91.75693974272173,0.875,0.0483870967741935,0.0967741935483871,0.1290322580645161,0.0483870967741935,0.2903225806451613,0.1290322580645161,0.0967741935483871,0.032258064516129,0.0483870967741935,0.0806451612903225
1.0,0.0,2.0,7.0,0.0,4.8,0.0,0.1,0.7,0.0,0.0,1.8,5.3,3.3,0.0,1.7,0.2,116.0,3.698275862068965,0.75,4.0,0.875,0.0526315789473684,0.1578947368421052,0.1052631578947368,0.0,0.2631578947368421,0.2105263157894736,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684
1.0,0.0,4.2,6.0,0.0,12.2,0.0,0.2,1.2,0.0,0.0,2.6,10.8,6.4,0.4,3.4,1.0,141.0,4.382978723404255,0.7021276595744681,88.47566574839301,-2.5,0.1904761904761904,0.0476190476190476,0.1904761904761904,0.0476190476190476,0.238095238095238,0.1428571428571428,0.0476190476190476,0.0,0.0,0.0952380952380952
1.0,0.0,1.4,4.0,0.0,9.0,0.0,0.2,0.8,0.0,0.0,0.8,6.0,4.2,0.6,3.4,0.6,94.0,4.574468085106383,0.7872340425531915,4.7,1.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.1176470588235294,0.2352941176470588,0.1176470588235294,0.0588235294117647,0.0,0.1176470588235294,0.1764705882352941
1.0,0.0,1.2,3.0,0.2,8.2,0.0,0.2,1.0,0.0,0.0,0.6,6.0,5.6,0.0,2.4,0.2,99.0,4.787878787878788,0.8181818181818182,5.500000000000002,0.125,0.0555555555555555,0.1666666666666666,0.1111111111111111,0.0,0.1666666666666666,0.2222222222222222,0.0555555555555555,0.0,0.1111111111111111,0.1111111111111111
1.0,0.0,1.2727272727272727,5.0,0.0,7.272727272727272,0.0,0.1818181818181818,1.0909090909090908,0.0,0.0,0.6363636363636364,5.2727272727272725,3.1818181818181817,0.7272727272727273,3.090909090909091,0.1818181818181818,167.0,4.323353293413174,0.6646706586826348,111.9907917125413,2.625,0.1020408163265306,0.0408163265306122,0.1632653061224489,0.0408163265306122,0.2448979591836734,0.2040816326530612,0.0612244897959183,0.0204081632653061,0.0204081632653061,0.1020408163265306
1.0,0.0,1.25,3.0,0.125,4.875,0.0,0.25,0.375,0.0,0.0,0.625,4.25,2.75,0.375,2.375,0.0,94.0,4.340425531914893,0.7872340425531915,4.7,-0.5,0.064516129032258,0.0967741935483871,0.032258064516129,0.032258064516129,0.1290322580645161,0.3225806451612903,0.1612903225806451,0.032258064516129,0.032258064516129,0.0967741935483871
1.0,0.0,2.6,4.0,0.0,6.3,0.0,0.2,1.8,0.0,0.0,1.9,6.2,4.6,0.8,2.0,0.2,158.0,4.367088607594937,0.6962025316455697,102.39106145251397,1.125,0.0833333333333333,0.0,0.25,0.0416666666666666,0.2916666666666667,0.1666666666666666,0.0833333333333333,0.0,0.0,0.0833333333333333
1.0,0.0,3.0,2.0,0.0,14.333333333333334,0.0,0.0,2.0,0.0,0.0,3.6666666666666665,13.333333333333334,9.333333333333334,0.6666666666666666,6.0,0.3333333333333333,107.0,3.897196261682243,0.7289719626168224,3.6896551724137927,3.25,0.1904761904761904,0.0476190476190476,0.0952380952380952,0.0,0.1904761904761904,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.1428571428571428,0.1904761904761904
1.0,0.0,4.5,4.0,0.0,7.75,0.0,0.0,2.25,0.0,0.0,3.5,9.25,6.5,0.5,3.5,0.25,99.0,4.171717171717172,0.7171717171717171,138.04225352112678,2.763,0.0769230769230769,0.0384615384615384,0.1153846153846153,0.0769230769230769,0.3076923076923077,0.1153846153846153,0.0769230769230769,0.0384615384615384,0.0384615384615384,0.1153846153846153
1.0,0.0,5.0,5.0,0.0,20.0,0.0,0.5,1.0,0.0,0.0,4.0,16.0,9.0,2.0,8.5,1.5,88.0,4.170454545454546,0.7954545454545454,4.888888888888888,1.375,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.1,0.1333333333333333,0.1333333333333333,0.0,0.0666666666666666,0.1333333333333333,0.1666666666666666
1.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,12.0,4.25,1.0,0.0,-1.125,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.0
1.0,0.0,1.6,3.0,0.0,6.6,0.2,0.4,0.4,0.0,0.0,1.0,4.8,2.0,0.2,1.6,1.0,59.0,3.610169491525424,0.7288135593220338,3.687499999999999,-1.375,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0
1.0,0.0,1.6666666666666667,4.0,0.0,2.0,0.0,0.0,0.8333333333333334,0.0,0.0,1.0,3.0,2.1666666666666665,0.1666666666666666,1.0,0.3333333333333333,49.0,4.571428571428571,0.7755102040816326,4.454545454545454,-0.5,0.1904761904761904,0.238095238095238,0.0,0.0,0.0,0.3809523809523809,0.0,0.1904761904761904,0.0,0.0
1.0,0.0,3.2222222222222223,8.0,0.0555555555555555,13.0,0.0,0.3888888888888889,0.7777777777777778,0.0,0.0,2.388888888888889,10.055555555555555,7.055555555555555,1.7777777777777777,4.5,0.5,543.0,4.52670349907919,0.4806629834254143,118.8123346224303,5.5,0.1029411764705882,0.0735294117647058,0.25,0.0294117647058823,0.2941176470588235,0.1176470588235294,0.0441176470588235,0.0,0.0147058823529411,0.0735294117647058
1.0,0.0,2.0,7.0,0.0,9.63157894736842,0.0526315789473684,0.4210526315789473,0.6842105263157895,0.0,0.0,1.894736842105263,7.368421052631579,5.526315789473684,0.3684210526315789,3.421052631578948,0.5263157894736842,431.0,4.296983758700696,0.5406032482598608,112.27731092436974,4.0,0.0625,0.0267857142857142,0.1160714285714285,0.0178571428571428,0.2678571428571428,0.1517857142857142,0.0892857142857142,0.0178571428571428,0.1428571428571428,0.1071428571428571
1.0,0.0,3.0,2.0,0.0,22.25,0.0,0.75,1.0,0.0,0.0,2.0,18.0,9.25,1.0,8.75,0.5,178.0,4.241573033707865,0.5561797752808989,128.50796001480933,4.875,0.0384615384615384,0.0769230769230769,0.0384615384615384,0.0769230769230769,0.2692307692307692,0.1153846153846153,0.1153846153846153,0.0769230769230769,0.1153846153846153,0.0769230769230769
1.0,0.5,6.5,5.0,0.0,9.9,0.0,0.0,3.5,0.0,0.0,3.7,10.8,8.8,1.8,4.3,0.1,268.0,4.9440298507462686,0.5932835820895522,124.61706783369804,0.125,0.125,0.125,0.046875,0.03125,0.1875,0.25,0.078125,0.109375,0.03125,0.015625
1.0,0.0,2.625,4.0,0.0,6.375,0.0,0.125,0.75,0.0,0.0,1.5,6.0,4.25,0.375,2.125,0.75,126.0,4.158730158730159,0.6984126984126984,78.11158798283262,0.125,0.0,0.0869565217391304,0.217391304347826,0.0869565217391304,0.217391304347826,0.1304347826086956,0.0434782608695652,0.0,0.0869565217391304,0.1304347826086956
1.0,0.0,3.0,4.0,0.0,8.666666666666666,0.0,0.3333333333333333,1.8333333333333333,0.0,0.0,2.6666666666666665,8.333333333333334,5.333333333333333,0.5,3.333333333333333,0.3333333333333333,121.0,4.107438016528926,0.71900826446281,69.94219653179191,0.5,0.0975609756097561,0.048780487804878,0.1463414634146341,0.024390243902439,0.1951219512195122,0.1219512195121951,0.0975609756097561,0.048780487804878,0.073170731707317,0.1463414634146341
1.0,0.0,1.1428571428571428,3.0,0.0,7.714285714285714,0.0,0.1428571428571428,1.5714285714285714,0.0,0.0,0.7142857142857143,6.0,4.714285714285714,0.2857142857142857,3.4285714285714284,0.0,117.0,4.170940170940171,0.6837606837606838,73.47617288511267,1.875,0.0,0.0,0.2222222222222222,0.037037037037037,0.2222222222222222,0.1851851851851851,0.074074074074074,0.037037037037037,0.074074074074074,0.1481481481481481
1.0,0.0,1.3333333333333333,2.0,0.0,7.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,6.333333333333333,3.6666666666666665,0.3333333333333333,2.333333333333333,0.3333333333333333,45.0,4.333333333333333,0.8666666666666667,7.500000000000002,0.25,0.1428571428571428,0.0714285714285714,0.0714285714285714,0.0,0.1428571428571428,0.2142857142857142,0.2142857142857142,0.1428571428571428,0.0,0.0
1.0,0.0,3.0,4.0,0.1428571428571428,3.857142857142857,0.0,0.0,0.7142857142857143,0.0,0.0,1.8571428571428568,4.571428571428571,3.0,0.4285714285714285,2.4285714285714284,0.2857142857142857,76.0,3.960526315789474,0.7631578947368421,4.222222222222223,-1.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.3333333333333333,0.1333333333333333,0.1333333333333333,0.0,0.2,0.0666666666666666
1.0,0.0,8.25,6.0,0.0,7.25,0.0,0.125,0.25,0.0,0.0,4.375,9.5,2.375,0.75,3.0,0.25,153.0,3.379084967320261,0.6143790849673203,118.05211821225798,-1.0,0.0869565217391304,0.0434782608695652,0.1304347826086956,0.0434782608695652,0.217391304347826,0.1739130434782608,0.0869565217391304,0.0869565217391304,0.0434782608695652,0.0869565217391304
1.0,0.0,1.0,1.0,0.0,6.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.5,4.333333333333333,2.833333333333333,0.8333333333333334,3.1666666666666665,0.5,82.0,3.5853658536585367,0.7439024390243902,3.9047619047619047,1.375,0.0,0.0,0.0,0.0,0.125,0.375,0.125,0.0,0.125,0.25
1.0,0.0,2.333333333333333,4.0,0.1666666666666666,5.833333333333333,0.0,0.0,1.5,0.0,0.0,1.3333333333333333,5.833333333333333,4.333333333333333,0.3333333333333333,3.0,0.3333333333333333,98.0,4.153061224489796,0.7551020408163265,4.083333333333332,3.25,0.1875,0.0,0.25,0.0,0.1875,0.125,0.0625,0.0625,0.0625,0.0625
1.0,0.0,2.0,3.0,0.0,14.666666666666666,0.0,0.6666666666666666,1.3333333333333333,0.0,0.0,2.333333333333333,12.666666666666666,5.333333333333333,0.3333333333333333,4.333333333333333,0.0,77.0,4.246753246753247,0.6363636363636364,121.0,-1.125,0.0,0.0,0.2,0.0,0.1,0.4,0.3,0.0,0.0,0.0
1.0,0.0,2.6666666666666665,5.0,0.0,7.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.6666666666666667,6.666666666666667,3.6666666666666665,2.333333333333333,3.333333333333333,0.0,50.0,4.18,0.86,7.142857142857142,-0.25,0.0769230769230769,0.0,0.0,0.0769230769230769,0.3076923076923077,0.0769230769230769,0.0769230769230769,0.0,0.1538461538461538,0.2307692307692307
1.0,0.0,4.666666666666667,6.0,0.0,18.0,0.3333333333333333,1.0,2.0,0.0,0.0,6.333333333333333,14.333333333333334,8.333333333333334,0.0,6.0,0.0,115.0,3.965217391304348,0.6695652173913044,68.45238095238095,-1.459,0.0454545454545454,0.0,0.1363636363636363,0.0,0.4090909090909091,0.1363636363636363,0.0,0.0454545454545454,0.1818181818181818,0.0454545454545454
1.0,0.0,6.75,2.0,0.0,24.25,0.0,0.0,2.0,0.0,0.0,4.75,18.0,10.5,2.0,8.0,1.25,216.0,3.925925925925926,0.6203703703703703,88.16326530612244,5.625,0.0526315789473684,0.0263157894736842,0.1842105263157894,0.0263157894736842,0.2894736842105263,0.131578947368421,0.0526315789473684,0.0263157894736842,0.131578947368421,0.0789473684210526
1.0,0.0,1.7142857142857142,2.0,0.0,6.428571428571429,0.0,0.1428571428571428,2.0,0.0,0.0,1.1428571428571428,6.285714285714286,4.571428571428571,1.0,1.8571428571428568,0.0,105.0,4.466666666666667,0.6857142857142857,62.49999999999999,4.25,0.0689655172413793,0.1724137931034483,0.0689655172413793,0.0689655172413793,0.1379310344827586,0.2068965517241379,0.0344827586206896,0.0689655172413793,0.0689655172413793,0.1034482758620689
1.0,0.0,1.5,3.0,0.0,7.5,0.0,0.6666666666666666,0.1666666666666666,0.0,0.0,0.5,4.833333333333333,4.333333333333333,1.0,3.0,0.3333333333333333,102.0,4.049019607843137,0.7450980392156863,3.9230769230769234,-0.375,0.3,0.0,0.1,0.0,0.2,0.3,0.1,0.0,0.0,0.0
1.0,0.0,3.0,8.0,0.125,8.75,0.0,0.5,0.625,0.0,0.0,2.25,7.75,6.0,0.875,3.375,0.375,173.0,4.3526011560693645,0.7398843930635838,3.844444444444444,-1.0,0.0869565217391304,0.108695652173913,0.1521739130434782,0.0869565217391304,0.1956521739130435,0.1304347826086956,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0652173913043478
1.0,0.0,2.142857142857143,4.0,0.0,9.571428571428571,0.0,0.2857142857142857,1.8571428571428568,0.0,0.0,1.2857142857142858,6.571428571428571,3.571428571428572,0.2857142857142857,3.0,0.2857142857142857,132.0,4.045454545454546,0.6439393939393939,84.81927710843374,1.875,0.0909090909090909,0.0,0.2727272727272727,0.0,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,0.0
1.0,0.0,1.6,2.0,0.0,6.4,0.0,0.2,1.2,0.0,0.0,0.8,4.4,4.8,0.6,1.6,0.0,79.0,4.670886075949367,0.759493670886076,4.157894736842106,1.0,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0,0.0
1.0,0.0,1.8333333333333333,3.0,0.0,12.333333333333334,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.3333333333333333,10.166666666666666,5.833333333333333,0.6666666666666666,5.0,0.3333333333333333,155.0,4.083870967741936,0.6580645161290323,102.52555622369212,-0.625,0.1860465116279069,0.0465116279069767,0.1627906976744186,0.0465116279069767,0.2093023255813953,0.0697674418604651,0.0232558139534883,0.0232558139534883,0.0930232558139534,0.1395348837209302
1.0,0.0,1.6666666666666667,3.0,0.0,10.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.0,7.666666666666667,5.333333333333333,0.3333333333333333,3.0,0.0,59.0,3.9661016949152543,0.847457627118644,6.555555555555554,0.5,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666
1.0,0.0,1.0,3.0,0.1666666666666666,7.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.6666666666666666,4.166666666666667,3.333333333333333,0.3333333333333333,2.5,0.3333333333333333,90.0,3.888888888888889,0.7888888888888889,4.7368421052631575,0.875,0.0,0.0434782608695652,0.1304347826086956,0.0869565217391304,0.3043478260869565,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.1739130434782608,0.0869565217391304
1.0,0.0,1.25,2.0,0.0,10.875,0.0,0.375,1.0,0.0,0.0,0.625,6.625,4.25,1.25,4.625,1.0,173.0,4.456647398843931,0.6589595375722543,114.50720826910872,0.375,0.0769230769230769,0.1025641025641025,0.1282051282051282,0.0512820512820512,0.2051282051282051,0.1538461538461538,0.1025641025641025,0.0512820512820512,0.0512820512820512,0.0769230769230769
1.0,0.0,2.125,2.0,0.0,6.125,0.0,0.625,0.5,0.0,0.0,1.5,5.25,4.0,0.0,2.375,0.0,127.0,4.05511811023622,0.5748031496062992,86.45990922844176,-4.375,0.0689655172413793,0.0344827586206896,0.1724137931034483,0.0344827586206896,0.3103448275862069,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.1034482758620689,0.0689655172413793
1.0,0.0,2.0,2.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,1.0,7.5,6.0,0.5,3.5,0.0,48.0,4.458333333333333,0.8125,5.333333333333333,2.75,0.125,0.0,0.125,0.0625,0.25,0.125,0.0625,0.0625,0.0625,0.125
1.0,0.0,2.0,2.0,0.0,7.666666666666667,0.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,7.0,5.666666666666667,2.333333333333333,5.0,0.0,60.0,4.333333333333333,0.8,5.000000000000001,1.375,0.0,0.0,0.5,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.1666666666666666
1.0,0.0,1.6666666666666667,3.0,0.0,7.333333333333333,0.0,0.6666666666666666,0.5,0.0,0.0,1.3333333333333333,5.833333333333333,3.8333333333333335,0.5,2.5,0.6666666666666666,93.0,4.225806451612903,0.6451612903225806,144.15,-3.125,0.125,0.125,0.125,0.0,0.125,0.28125,0.15625,0.03125,0.0,0.03125
1.0,0.0,2.0,4.0,0.0,7.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,6.0,3.333333333333333,0.0,2.333333333333333,0.0,44.0,3.522727272727273,0.8863636363636364,8.799999999999999,-1.625,0.0526315789473684,0.1052631578947368,0.2105263157894736,0.0526315789473684,0.1578947368421052,0.1578947368421052,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.0526315789473684
1.0,0.0,5.75,7.0,0.5,7.75,0.0,0.0,2.25,0.0,0.0,4.0,10.25,6.25,0.75,2.25,0.25,98.0,4.520408163265306,0.7040816326530612,139.18840579710144,1.125,0.1538461538461538,0.0384615384615384,0.0769230769230769,0.0,0.0769230769230769,0.3076923076923077,0.2307692307692307,0.1153846153846153,0.0,0.0
1.0,0.0,2.555555555555556,5.0,0.0,9.88888888888889,0.0,0.3333333333333333,1.3333333333333333,0.0,0.0,1.7777777777777777,8.444444444444445,4.555555555555555,0.8888888888888888,3.555555555555556,0.2222222222222222,189.0,4.084656084656085,0.656084656084656,126.60695468914646,-0.375,0.08,0.12,0.08,0.06,0.18,0.16,0.08,0.04,0.08,0.12
1.0,0.0,1.7272727272727273,4.0,0.0,5.2727272727272725,0.0,0.0909090909090909,1.5454545454545454,0.0,0.0,0.9090909090909092,4.818181818181818,4.0,0.6363636363636364,3.0,0.2727272727272727,161.0,4.590062111801243,0.7267080745341615,3.6590909090909096,2.625,0.0952380952380952,0.0952380952380952,0.1428571428571428,0.0714285714285714,0.2142857142857142,0.1666666666666666,0.0476190476190476,0.0714285714285714,0.0476190476190476,0.0476190476190476
